Rewards,Steps,Epsilon
191.45234527900968,937,0.0077004314580505235
165.19715468143525,583,0.007623427143470018
178.62038421688166,865,0.007547192872035318
204.11204347171238,777,0.0074717209433149655
195.62875546496318,532,0.007397003733881816
156.76949331565436,1000,0.007323033696542997
206.93051880486695,448,0.007249803359577567
207.4382768633084,403,0.007177305325981791
230.38507596077704,551,0.007105532272721973
143.01842686292926,588,0.0070344769499947534
282.47699614440444,360,0.006964132180494806
197.0840750775523,529,0.0068944908586898584
257.4776148322377,434,0.0068255459501029596
215.61103651456543,449,0.00675729049060193
216.1290244824579,306,0.006689717585695911
127.37322154027709,526,0.006622820409838952
209.1765538845691,429,0.006556592205740562
181.84608533890773,510,0.006491026283683156
242.47004753255155,349,0.006426116020846325
229.36145284013074,506,0.0063618548606378614
1.4586621119522931,333,0.006298236312031483
231.23299594066256,543,0.006235253948911168
192.52956480801947,497,0.006172901409422056
190.20143504316445,412,0.006111172395327835
199.96715566610777,441,0.006050060671374557
217.8611187289411,386,0.005989560064660811
-39.63295743733006,266,0.005929664464014203
233.40224222095497,470,0.005870367819374061
123.0915121026654,672,0.00581166414118032
219.92079786641614,473,0.005753547499768517
181.80829808691527,505,0.0056960120247708315
264.34907065351933,285,0.005639051904523123
199.74702358242243,512,0.005582661385477892
252.5544462208292,746,0.005526834771623113
248.09125956518753,282,0.005471566423906882
235.54824319874197,301,0.005416850759667813
190.256311667916,421,0.0053626822520711345
156.36642400052375,693,0.005309055429550423
267.34697252082196,678,0.005255964875254919
202.88935574607615,303,0.00520340522650237
192.67978615393554,272,0.005151371174237347
212.3630443423831,322,0.005099857462494973
201.384113921862,412,0.005048858887870023
241.22458822244627,407,0.004998370298991322
244.274811669898,338,0.004948386596001409
267.8524793671003,270,0.004898902730041395
297.8344785681643,302,0.004849913702740981
216.7346520646725,264,0.004801414565713571
211.8169776226755,240,0.0047534004200564355
189.27755147794008,371,0.004705866415855871
-211.44057369609487,353,0.004658807751697312
227.64849619653438,456,0.004612219674180339
280.8634534414999,239,0.004566097477438536
253.09822758480357,234,0.00452043650266415
207.77566814200733,258,0.004475232137637508
236.97637214775798,227,0.004430479816261133
237.95499820173865,217,0.004386175018098521
277.8960357222714,348,0.004342313267917536
267.3196671204534,236,0.00429889013523836
217.8576799091224,274,0.004255901233885977
259.24180690774085,249,0.004213342221547117
210.61703598655345,261,0.004171208799331645
247.4383552799004,260,0.004129496711338328
237.33416825627484,380,0.004088201744224945
232.77290800317445,328,0.004047319726782695
269.88662770709516,322,0.004006846529514868
258.87648980109554,224,0.00396677806421972
213.3196928369049,265,0.003927110283577523
255.22736179105203,623,0.0038878391807417477
242.8901833539807,273,0.00384896078893433
222.84892965009703,294,0.0038104711810449865
248.5965306626439,249,0.0037723664692345367
223.04603912549703,216,0.0037346428045421914
241.63755136973646,375,0.0036972963764967696
202.66079224585067,325,0.003660323412731802
248.92174499051288,330,0.003623720178604484
216.93663840477367,279,0.003587482976818439
211.00709961300475,236,0.0035516081470502547
197.46007058788405,338,0.0035160920655797523
255.3674907423382,512,0.003480931144923955
189.55307035887645,242,0.0034461218334747154
259.87797357910966,422,0.003411660615139968
235.21686011976402,241,0.0033775440089885683
245.82047367066588,311,0.0033437685688986825
